City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Preston,GB,53.7667,-2.7167,60.85,88,100,13.0,overcast clouds
351,San Policarpo,PH,12.1791,125.5072,83.44,76,97,3.58,moderate rain
352,Jaguariaiva,BR,-24.2511,-49.7058,52.45,95,100,11.77,overcast clouds
353,Leningradskiy,RU,69.3833,178.4167,26.51,88,100,15.03,light snow
354,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,67.01,41,0,6.58,clear sky
355,Bengkulu,ID,-3.8004,102.2655,76.82,86,89,4.18,overcast clouds
356,Lakes Entrance,AU,-37.8811,147.981,61.16,71,44,11.05,scattered clouds
357,Hanna,CA,51.6334,-111.9018,49.51,51,36,17.0,scattered clouds
358,Pingliang,CN,35.5392,106.6861,43.81,92,100,1.59,light rain
359,Tual,ID,-5.6667,132.75,82.9,80,61,7.38,broken clouds
360,Zastron,ZA,-30.3023,27.084,50.67,38,0,2.57,clear sky
361,Mataram,ID,-8.5833,116.1167,81.41,76,100,10.85,overcast clouds
362,Kaeo,NZ,-35.1,173.7833,68.32,69,63,9.01,broken clouds
363,Kloulklubed,PW,7.0419,134.2556,84.7,74,100,7.81,overcast clouds
364,Lavrentiya,RU,65.5833,-171.0,30.47,97,100,16.78,light snow
365,Dunedin,NZ,-45.8742,170.5036,53.8,46,31,10.0,scattered clouds
366,Quatre Cocos,MU,-20.2078,57.7625,71.71,74,43,8.25,scattered clouds
367,Arys,KZ,42.4252,68.795,55.62,27,97,7.96,overcast clouds
368,Collie,AU,-33.3667,116.15,53.98,76,95,12.53,overcast clouds
369,Westport,US,41.1415,-73.3579,65.75,57,1,5.99,clear sky
370,College,US,64.8569,-147.8028,38.23,56,75,4.61,broken clouds
371,Novikovo,RU,51.1537,37.8879,37.63,68,94,8.05,overcast clouds
372,Cabo San Lucas,MX,22.8909,-109.9124,85.6,61,1,11.5,clear sky
373,Sitka,US,57.0531,-135.33,51.69,54,90,19.57,overcast clouds
374,Haines Junction,CA,60.7522,-137.5108,26.55,93,100,1.14,overcast clouds
375,Sao Filipe,CV,14.8961,-24.4956,80.02,69,0,2.24,clear sky
376,Christchurch,NZ,-43.5333,172.6333,55.94,56,75,1.01,broken clouds
377,The Valley,AI,18.217,-63.0578,83.1,83,40,5.75,scattered clouds
378,Kandi,BJ,11.1342,2.9386,74.21,87,63,5.35,broken clouds
379,Laguna,US,38.421,-121.4238,70.25,37,1,3.0,clear sky
380,Nanortalik,GL,60.1432,-45.2371,39.18,50,0,2.64,clear sky
381,Machaneng,BW,-23.1862,27.4886,52.43,79,10,9.26,clear sky
382,Ishigaki,JP,24.3448,124.1572,77.13,78,75,12.66,broken clouds
383,Gat,IL,31.61,34.7642,69.4,65,62,6.15,broken clouds
384,Bom Jesus,BR,-9.0744,-44.3586,81.64,51,83,2.28,broken clouds
385,San Quintin,MX,30.4833,-115.95,64.78,59,1,14.36,clear sky
386,Nagpur,IN,21.15,79.1,71.62,100,20,0.0,haze
387,Balkhash,KZ,46.844,74.9804,46.26,50,0,7.83,clear sky
388,Salinas,US,36.6777,-121.6555,69.22,48,1,13.8,clear sky
389,Safaga,EG,26.7292,33.9365,75.15,46,9,21.72,clear sky
390,Udachnyy,RU,66.4167,112.4,28.99,94,94,16.49,overcast clouds
391,Ban Tak,TH,17.0432,99.0813,75.94,95,43,2.15,scattered clouds
392,Arandis,NA,-22.4167,14.9667,52.47,54,77,3.91,broken clouds
393,Andenes,NO,69.3143,16.1194,34.07,64,100,24.16,overcast clouds
394,Flin Flon,CA,54.7682,-101.865,40.84,45,20,6.91,few clouds
395,Upala,CR,10.8979,-85.0145,75.6,92,94,1.25,overcast clouds
396,Killybegs,IE,54.6333,-8.45,49.44,70,62,20.42,broken clouds
397,Copiapo,CL,-27.3667,-70.3333,53.29,55,58,3.31,broken clouds
398,Lichuan,CN,30.3,108.85,44.47,96,100,3.06,overcast clouds
399,Lesosibirsk,RU,58.2358,92.4828,34.02,93,51,4.16,broken clouds
400,Sosnovo-Ozerskoye,RU,52.5249,111.5418,24.75,87,57,7.58,broken clouds
401,Hervey Bay,AU,-25.2986,152.8535,83.03,70,1,4.85,clear sky
402,Kavaratti,IN,10.5669,72.642,81.14,76,100,10.22,overcast clouds
403,Bonthe,SL,7.5264,-12.505,79.02,83,98,4.74,overcast clouds
404,Wawa,NG,9.9022,4.4192,74.77,91,66,3.74,moderate rain
405,Maroantsetra,MG,-15.4333,49.7333,67.3,91,34,3.65,scattered clouds
406,Peterhead,GB,57.5058,-1.7981,59.11,88,37,19.04,scattered clouds
407,Riachao,BR,-7.3619,-46.6172,74.7,83,55,3.36,light rain
408,Bam,IR,29.106,58.357,72.28,27,0,3.87,clear sky
409,Kiama,AU,-34.6833,150.8667,65.37,76,30,10.11,light rain
410,Ende,ID,-8.8432,121.6623,84.76,72,93,4.09,overcast clouds
411,Sterling,US,39.0062,-77.4286,65.25,70,20,5.01,few clouds
412,Dzhebariki-Khaya,RU,62.2167,135.8,14.14,89,100,5.77,light snow
413,Ardakan,IR,32.31,54.0175,61.18,18,0,4.14,clear sky
414,Balsas,BR,-7.5325,-46.0356,76.84,77,65,4.5,broken clouds
415,Magistralnyy,RU,56.1725,107.4458,31.08,96,100,2.53,overcast clouds
416,Dalvik,IS,65.9702,-18.5286,31.93,79,99,19.57,light snow
417,Neiafu,TO,-18.65,-173.9833,79.48,69,75,11.5,broken clouds
418,Mizan Teferi,ET,6.9833,35.5833,61.32,66,67,3.42,broken clouds
419,Molteno,ZA,-31.3968,26.3625,47.62,45,0,3.09,clear sky
420,Laela,TZ,-8.5667,32.05,63.95,62,11,2.39,few clouds
421,Sakaiminato,JP,35.55,133.2333,57.18,51,75,11.5,broken clouds
422,Fort Nelson,CA,58.8053,-122.7002,36.99,52,40,0.0,scattered clouds
423,Soeng Sang,TH,14.4264,102.4606,76.6,95,95,1.74,overcast clouds
424,Sinjai,ID,-5.1241,120.253,83.34,74,70,4.41,broken clouds
425,Hofn,IS,64.2539,-15.2082,33.46,64,5,20.13,clear sky
426,Yumen,CN,40.2833,97.2,35.91,37,72,8.3,broken clouds
427,Kavieng,PG,-2.5744,150.7967,85.01,69,89,9.24,light rain
428,Sisimiut,GL,66.9395,-53.6735,30.7,56,97,6.8,overcast clouds
429,Labuan,MY,5.2767,115.2417,77.36,94,20,1.99,few clouds
430,Sao Joao De Pirabas,BR,-0.7747,-47.1772,76.12,91,63,5.08,broken clouds
431,Roebourne,AU,-20.7833,117.1333,72.25,37,81,13.24,broken clouds
432,Progreso,MX,21.2833,-89.6667,81.48,77,97,14.83,overcast clouds
433,Zyryanka,RU,65.75,150.85,2.97,71,41,7.34,scattered clouds
434,Brigantine,US,39.4101,-74.3646,63.01,64,1,5.75,clear sky
435,Tabas,IR,33.5959,56.9244,67.66,17,0,1.77,clear sky
436,Anori,BR,-3.7728,-61.6442,80.26,72,99,2.71,overcast clouds
437,Kudahuvadhoo,MV,2.6708,72.8944,81.63,76,29,11.3,scattered clouds
438,Ypsonas,CY,34.6884,32.9574,66.96,45,0,4.61,clear sky
439,Digby,CA,44.6169,-65.7655,49.51,74,100,10.85,overcast clouds
440,Vestmanna,FO,62.1564,-7.1664,43.72,87,90,33.38,overcast clouds
441,Borzya,RU,50.3833,116.5167,22.12,84,39,1.05,scattered clouds
442,Betong,TH,5.7743,101.0723,72.99,97,94,1.59,overcast clouds
443,Itarema,BR,-2.9248,-39.9167,79.61,80,61,13.06,broken clouds
444,Inhambane,MZ,-23.865,35.3833,66.7,69,100,8.79,overcast clouds
445,Dovbysh,UA,50.3733,27.9874,44.44,82,99,6.02,overcast clouds
446,Pacifica,US,37.6138,-122.4869,71.74,51,75,5.01,broken clouds
447,Alugan,PH,12.2188,125.4808,83.16,77,99,3.83,moderate rain
448,Aldan,RU,58.6031,125.3894,27.1,94,100,8.66,light snow
449,Vanderhoof,CA,54.0166,-124.0198,43.03,78,95,3.06,overcast clouds
450,Bogorodskoye,RU,56.55,37.8833,32.59,86,98,8.86,overcast clouds
451,Khobi,GE,42.3156,41.8987,55.74,80,74,4.97,light rain
452,Bejar,ES,40.3864,-5.7634,60.58,66,22,4.14,few clouds
453,Barra Bonita,BR,-22.4947,-48.5581,66.24,85,100,16.04,overcast clouds
454,Manokwari,ID,-0.8667,134.0833,82.85,68,100,1.43,overcast clouds
455,Turki,RU,51.987,43.2731,33.37,87,77,7.67,broken clouds
456,Kathmandu,NP,27.7167,85.3167,63.48,97,100,3.4,overcast clouds
457,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,78.46,73,61,2.44,broken clouds
458,Talara,PE,-4.5772,-81.2719,65.16,82,0,11.5,clear sky
459,Kruisfontein,ZA,-34.0033,24.7314,55.89,89,0,6.06,clear sky
460,Clyde River,CA,70.4692,-68.5914,35.83,87,40,13.8,scattered clouds
461,Iroquois Falls,CA,48.7669,-80.6831,60.94,88,17,5.61,few clouds
462,Troy,US,42.6056,-83.1499,67.55,70,1,3.44,clear sky
463,Arona,ES,28.0996,-16.681,70.32,33,0,26.46,clear sky
464,Kapit,MY,2.0167,112.9333,74.88,99,100,0.58,overcast clouds
465,Juneau,US,58.3019,-134.4197,47.84,86,90,0.0,light rain
466,Sliema,MT,35.9125,14.5019,65.95,82,0,5.75,clear sky
467,Jijiga,ET,9.35,42.8,63.7,34,39,8.08,scattered clouds
468,Ponta Delgada,PT,37.7333,-25.6667,65.12,77,20,3.44,few clouds
469,Kysyl-Syr,RU,63.8986,122.7617,33.08,98,100,9.15,light snow
470,Batticaloa,LK,7.7102,81.6924,79.83,81,97,3.74,overcast clouds
471,Pilikwe,BW,-22.799,27.1938,50.59,85,24,8.86,few clouds
472,Ilulissat,GL,69.2167,-51.1,28.42,59,98,5.75,overcast clouds
473,Pangoa,PE,-12.1167,-73.0,68.45,98,100,2.13,overcast clouds
474,Manicore,BR,-5.8092,-61.3003,74.59,84,27,1.74,scattered clouds
475,Zhangjiakou,CN,40.81,114.8794,38.32,32,0,1.52,clear sky
476,Praia Da Vitoria,PT,38.7333,-27.0667,66.45,88,20,7.11,few clouds
477,Abha,SA,18.2164,42.5053,60.62,25,0,0.0,clear sky
478,Davila,PH,18.4726,120.5763,78.78,76,53,7.63,broken clouds
479,Moramanga,MG,-18.9333,48.2,60.53,89,87,0.85,overcast clouds
480,Marsh Harbour,BS,26.5412,-77.0636,78.1,59,96,17.38,overcast clouds
481,Rio Gallegos,AR,-51.6226,-69.2181,71.65,43,0,2.3,clear sky
482,Portland,US,45.5234,-122.6762,66.51,64,75,4.0,broken clouds
483,Brae,GB,60.3964,-1.353,51.71,98,100,12.93,overcast clouds
484,Kingsville,US,27.5159,-97.8561,83.08,65,75,3.0,broken clouds
485,Egvekinot,RU,66.3167,-179.1667,20.84,84,100,16.13,overcast clouds
486,Xingcheng,CN,40.6167,120.7167,44.8,44,0,4.32,clear sky
487,Chandler,US,33.3062,-111.8412,80.19,31,20,1.99,few clouds
488,Bisho,ZA,-32.8472,27.4422,48.16,81,0,6.44,clear sky
489,Port Shepstone,ZA,-30.7414,30.455,60.17,82,79,12.26,broken clouds
490,Jining,CN,35.405,116.5814,55.0,1,99,3.58,overcast clouds
491,Saint Anthony,US,45.0205,-93.218,70.93,57,1,0.0,clear sky
492,Zhireken,RU,52.8249,117.3076,28.17,77,100,1.57,overcast clouds
493,La Palma,US,33.8464,-118.0467,78.57,54,20,5.99,few clouds
494,Tevriz,RU,57.509,72.4042,45.16,68,100,7.45,overcast clouds
495,Lucapa,AO,-8.4192,20.7447,67.23,97,99,2.39,overcast clouds
496,Port Blair,IN,11.6667,92.75,80.74,83,22,5.17,few clouds
497,Maracas,BR,-13.4411,-40.4308,67.8,77,67,6.96,broken clouds
498,Puerto Carreno,CO,6.189,-67.4859,79.74,80,34,8.28,scattered clouds
499,San Clemente,US,33.427,-117.612,76.71,67,0,1.01,clear sky
500,Pontes E Lacerda,BR,-15.2261,-59.3353,72.57,78,85,2.59,overcast clouds
501,Gorno-Altaysk,RU,51.9561,85.955,37.15,70,38,5.55,scattered clouds
502,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,69.35,48,68,12.33,broken clouds
503,Antofagasta,CL,-23.65,-70.4,58.28,77,48,3.13,scattered clouds
504,Gazli,UZ,40.1333,63.45,60.69,24,10,6.85,clear sky
505,Guerrero Negro,MX,27.9769,-114.0611,67.05,62,15,16.8,few clouds
506,Walvis Bay,NA,-22.9575,14.5053,59.09,88,73,8.05,broken clouds
507,Sembakung,ID,3.8167,117.25,78.73,90,90,2.42,overcast clouds
508,Port Moresby,PG,-9.4431,147.1797,84.52,70,45,3.89,scattered clouds
509,Torbat-E Jam,IR,35.244,60.6225,54.82,14,8,3.31,clear sky
510,Muriwai Beach,NZ,-36.8167,174.45,67.8,57,99,4.79,overcast clouds
511,Miandrivazo,MG,-19.5167,45.4667,80.11,63,86,4.05,overcast clouds
512,Acajutla,SV,13.5928,-89.8275,86.34,82,98,2.53,moderate rain
513,Majene,ID,-3.5403,118.9707,81.45,80,64,6.73,broken clouds
514,Strezhevoy,RU,60.7333,77.5889,49.98,75,100,11.27,overcast clouds
515,Karangampel,ID,-6.4622,108.4519,82.87,68,99,7.07,overcast clouds
516,Yarmouth,US,41.7057,-70.2286,61.97,58,1,20.0,clear sky
517,Kefamenanu,ID,-9.4467,124.4781,83.48,54,89,3.98,overcast clouds
518,Nelson Bay,AU,-32.7167,152.15,66.96,66,89,3.0,overcast clouds
519,La Libertad,EC,-2.2333,-80.9,73.06,83,75,9.22,broken clouds
520,Tandil,AR,-37.3217,-59.1332,52.52,78,4,5.73,clear sky
521,Oksfjord,NO,70.2396,22.3479,25.72,79,15,9.19,few clouds
522,Chipinge,ZW,-20.1883,32.6236,52.57,85,100,3.29,overcast clouds
523,Mehamn,NO,71.0357,27.8492,29.68,71,98,3.31,overcast clouds
524,Sar-E Pul,AF,35.8333,66.1667,51.91,20,54,5.46,broken clouds
525,Tempio Pausania,IT,40.8974,9.1035,52.79,77,86,3.09,overcast clouds
526,Lodwar,KE,3.1191,35.5973,84.18,47,83,18.86,light rain
527,Buchanan,LR,5.8808,-10.0467,77.13,88,77,4.36,light rain
528,Russell,US,32.3502,-85.1999,73.0,84,1,0.0,clear sky
529,Togur,RU,58.3631,82.8265,39.24,90,85,8.03,overcast clouds
530,Ulaangom,MN,49.9811,92.0667,30.4,66,3,3.09,clear sky
531,Te Anau,NZ,-45.4167,167.7167,52.11,51,6,2.91,clear sky
532,Brownsville,US,25.9018,-97.4975,84.18,64,1,4.0,clear sky
533,Miass,RU,55.045,60.1083,41.83,94,100,4.9,overcast clouds
534,Kitimat,CA,54.0524,-128.6534,48.9,63,100,1.01,overcast clouds
535,Santa Rosalia,MX,27.3167,-112.2833,71.15,52,36,3.44,scattered clouds
536,Lastoursville,GA,-0.8143,12.7287,70.79,100,100,2.35,light rain
537,Tongliao,CN,43.6125,122.2653,39.13,39,0,4.29,clear sky
538,North Platte,US,41.1239,-100.7654,69.69,46,1,6.91,clear sky
539,Omsukchan,RU,62.5333,155.8,3.27,90,100,5.35,overcast clouds
540,Morros,BR,-9.4467,-46.3003,75.81,67,45,3.27,scattered clouds
541,Marzuq,YE,14.4,46.4667,71.33,64,26,1.72,scattered clouds
542,Karaton,ID,-6.3424,106.1045,80.96,81,93,2.71,overcast clouds
543,Wagar,SD,16.1525,36.2032,81.66,54,2,7.76,clear sky
544,La Ronge,CA,55.1001,-105.2842,41.22,56,40,3.44,scattered clouds
545,Zhizdra,RU,53.746,34.7395,30.34,92,31,5.41,scattered clouds
546,Sobolevo,RU,54.4299,31.8996,31.26,71,68,3.53,broken clouds
547,Bud,US,39.447,-86.1758,62.69,83,93,5.01,overcast clouds
548,South Valley,US,35.0101,-106.6781,72.39,16,20,16.11,few clouds
549,Margate,GB,51.3813,1.3862,64.26,79,100,3.0,overcast clouds
550,Qena,EG,26.1615,32.7183,73.51,41,5,7.18,clear sky
551,Iskateley,RU,67.6803,53.1512,33.82,98,100,4.7,overcast clouds
552,Chail,IN,25.4333,81.6333,72.01,91,16,7.18,few clouds
553,Haverfordwest,GB,51.8017,-4.9691,62.55,94,100,12.62,overcast clouds
554,Bunia,CD,1.5667,30.25,64.15,93,100,1.5,light rain
555,Byron Bay,AU,-28.65,153.6167,73.35,65,10,4.14,clear sky
556,Chupa,RU,66.27,33.0549,28.87,81,60,3.83,broken clouds
557,Doha,QA,25.2867,51.5333,82.38,65,0,9.22,clear sky
558,Maragogi,BR,-9.0122,-35.2225,77.0,84,100,7.47,overcast clouds
559,Sal Rei,CV,16.1833,-22.9167,79.36,77,1,15.57,clear sky
560,Lattes,FR,43.5675,3.9046,67.96,86,75,3.0,broken clouds
561,Kropotkin,RU,45.4375,40.5756,41.9,84,25,8.03,scattered clouds
562,Ovalle,CL,-30.5983,-71.2003,61.97,67,0,5.5,clear sky
563,Biltine,TD,14.5333,20.9167,86.07,16,82,19.13,broken clouds
564,Kathu,TH,7.9178,98.3332,84.69,85,77,4.32,broken clouds
565,Keti Bandar,PK,24.1447,67.4497,78.75,62,0,9.75,clear sky
566,Tessalit,ML,20.1986,1.0114,76.28,18,0,15.73,clear sky
567,Katsuura,JP,35.1333,140.3,67.19,78,3,10.78,clear sky
568,Vysokogornyy,RU,50.1167,139.15,24.66,61,13,2.68,few clouds
569,Port Hardy,CA,50.6996,-127.4199,51.98,71,75,23.02,broken clouds
570,Auki,SB,-8.7676,160.7034,86.56,65,100,1.9,overcast clouds
571,Kautokeino,NO,69.0125,23.0412,17.58,94,100,5.82,overcast clouds
572,Kargasok,RU,59.0556,80.8572,42.91,81,100,10.78,overcast clouds
573,Nishihara,JP,26.1842,127.7558,72.68,69,75,9.22,broken clouds
574,Klyuchi,RU,52.2667,79.1667,38.03,76,72,7.56,broken clouds
575,Alice Springs,AU,-23.7,133.8833,89.15,25,50,11.5,scattered clouds
576,Kidal,ML,18.4411,1.4078,82.33,13,8,14.7,clear sky
577,Jibuti,DJ,11.5,42.5,81.82,71,45,11.43,scattered clouds
578,Palmer,US,42.1584,-72.3287,59.04,71,20,0.0,few clouds
579,Jalu,LY,29.0331,21.5482,71.67,41,86,7.23,overcast clouds
580,Mayumba,GA,-3.432,10.6554,75.7,85,99,5.86,overcast clouds
581,Zheleznodorozhnyy,RU,55.7503,38.0042,36.21,91,98,7.36,overcast clouds
582,Fougamou,GA,-1.2154,10.5838,72.81,99,100,2.44,light rain
583,Tsurib,RU,42.2368,46.8307,38.28,95,56,1.9,broken clouds
584,Araguacu,BR,-12.9306,-49.8264,73.71,77,99,2.71,overcast clouds
585,Samarai,PG,-10.6167,150.6667,83.55,73,65,7.67,broken clouds
586,Qasigiannguit,GL,68.8193,-51.1922,28.65,76,100,6.8,overcast clouds
587,Ruteng,ID,-8.6136,120.4721,71.65,72,98,2.15,overcast clouds
588,Kholm,RU,59.2667,32.85,25.61,95,58,3.38,broken clouds
589,Anadyr,RU,64.75,177.4833,27.1,92,75,15.01,snow
590,Noumea,NC,-22.2763,166.4572,81.0,99,100,6.24,overcast clouds
591,Terrace,CA,54.5163,-128.6035,48.42,57,90,13.8,overcast clouds
592,Erenhot,CN,43.6475,111.9767,34.14,33,3,2.59,clear sky
593,Broken Hill,AU,-31.95,141.4333,65.91,26,98,19.57,overcast clouds
594,Ossora,RU,59.2353,163.0719,24.75,52,20,6.55,few clouds
595,Beisfjord,NO,68.3751,17.5988,33.96,86,100,11.39,light rain
596,Saint-Georges,GD,12.0564,-61.7485,82.08,83,40,9.22,scattered clouds
597,Seydi,TM,39.4816,62.9137,58.8,40,20,4.43,few clouds
598,Caraballeda,VE,10.6112,-66.8522,83.37,83,39,8.23,scattered clouds
599,Aleppo,SY,36.25,37.5,65.08,52,99,8.95,overcast clouds
600,Muscat,OM,23.6139,58.5922,80.62,51,10,5.86,clear sky
601,Taman,RU,45.2117,36.7161,34.12,54,23,10.58,few clouds
602,Santa Ana,US,33.7456,-117.8678,78.31,54,1,3.0,clear sky
603,Puyang,CN,29.4603,119.8861,54.91,95,100,5.64,light rain
604,Matamoros,MX,25.5333,-103.25,84.31,28,75,13.8,broken clouds
605,Wexford,IE,52.3342,-6.4575,54.57,92,70,7.45,broken clouds
606,San Felipe,VE,10.3399,-68.7425,73.36,98,93,3.0,overcast clouds
607,Bonavista,CA,48.6499,-53.1147,49.12,85,28,7.16,scattered clouds
608,Boa Vista,BR,2.8197,-60.6733,80.58,74,40,6.91,scattered clouds
609,Souillac,MU,-20.5167,57.5167,71.98,88,75,3.44,broken clouds
610,Cheran,MX,19.6833,-101.95,57.36,84,83,3.8,broken clouds
611,Fairfield,US,41.2668,-73.3162,63.64,59,1,9.22,clear sky
612,Indian Head,US,38.6001,-77.1622,64.69,77,1,0.0,clear sky
613,Simplicio Mendes,BR,-7.8539,-41.9103,78.6,56,47,1.63,scattered clouds
614,Warrnambool,AU,-38.3833,142.4833,58.8,66,85,14.83,overcast clouds
615,Mari-Turek,RU,56.7895,49.6235,28.35,96,39,5.77,scattered clouds
616,Carhuaz,PE,-9.2819,-77.6447,59.72,84,92,3.18,light rain
617,Mao,ES,39.8885,4.2658,63.16,77,0,5.75,clear sky
618,Jardim,BR,-21.4803,-56.1381,68.5,58,0,5.41,clear sky
619,Tuyen Quang,VN,21.8233,105.2181,72.34,92,100,0.89,overcast clouds
620,Zhigansk,RU,66.7697,123.3711,32.07,98,100,10.45,snow
621,Humaita,BR,-7.5061,-63.0208,75.02,84,79,1.39,broken clouds
622,Itoman,JP,26.1247,127.6694,73.42,68,75,9.22,broken clouds
623,Lewisporte,CA,49.2499,-55.0482,49.14,91,80,2.77,broken clouds
624,Belyy Yar,RU,53.6039,91.3903,19.29,93,40,2.24,smoke
625,Igrim,RU,63.1906,64.4162,33.22,81,33,11.52,scattered clouds
626,Okha,RU,53.5739,142.9478,32.31,73,70,6.91,broken clouds
627,Papara,BR,-3.9839,-38.7273,79.68,84,73,3.51,broken clouds
628,Salta,AR,-24.7859,-65.4117,70.39,49,75,1.99,broken clouds
629,Antalaha,MG,-14.9003,50.2788,68.05,85,22,5.57,few clouds
630,Weihe,CN,32.9952,105.3247,45.03,92,100,5.3,overcast clouds
631,Marsa Matruh,EG,31.3525,27.2453,70.0,68,40,6.91,scattered clouds
632,Goroka,PG,-6.0834,145.3873,73.44,68,91,1.95,overcast clouds
633,Anshun,CN,26.25,105.9333,61.18,96,100,5.73,overcast clouds
634,Hirara,JP,24.8,125.2833,77.27,69,75,10.36,broken clouds
635,Esperance,AU,-33.8667,121.9,62.44,70,85,33.55,overcast clouds
636,Coruripe,BR,-10.1256,-36.1756,75.83,88,95,8.75,overcast clouds
637,Conde,BR,-7.2597,-34.9075,78.26,83,0,6.91,clear sky
638,Svetlyy,RU,54.675,20.1347,51.85,92,100,16.08,moderate rain
639,Lander,US,42.833,-108.7307,40.98,97,90,8.05,overcast clouds
640,Pathein,MM,16.7833,94.7333,75.07,96,100,4.07,overcast clouds
641,Salinopolis,BR,-0.6136,-47.3561,78.82,86,59,9.31,broken clouds
642,Wisconsin Rapids,US,44.3836,-89.8174,67.93,56,40,4.61,scattered clouds
643,Nioro,GM,13.35,-15.75,77.16,82,72,5.95,broken clouds
644,Pandan,PH,14.0453,124.1694,80.55,87,95,7.02,moderate rain
645,Ilhabela,BR,-23.7781,-45.3581,64.98,95,100,10.29,moderate rain
646,Valdivia,CL,-39.8142,-73.2459,54.64,95,4,2.37,clear sky
647,Concepcion Del Oro,MX,24.6333,-101.4167,68.63,42,69,2.66,broken clouds
648,Calabozo,VE,8.9242,-67.4293,83.07,60,93,3.98,overcast clouds
649,Bogalusa,US,30.791,-89.8487,74.91,77,1,0.0,clear sky
650,Gorodovikovsk,RU,46.0878,41.9335,41.32,75,76,8.63,broken clouds
651,Caxito,AO,-8.5785,13.6643,75.85,79,100,3.71,overcast clouds
652,Gravdal,NO,68.1214,13.5031,35.37,85,100,33.71,light rain
653,Hobyo,SO,5.3505,48.5268,77.72,87,62,10.94,broken clouds
654,Pacific Grove,US,36.6177,-121.9166,68.2,70,1,1.01,clear sky
655,Almaznyy,RU,48.0448,40.045,35.74,65,25,8.05,scattered clouds
656,Husavik,IS,66.0449,-17.3389,31.91,66,100,22.93,overcast clouds
657,De Aar,ZA,-30.6497,24.0123,56.53,25,0,6.53,clear sky
658,Shuangcheng,CN,45.35,126.2833,28.08,46,5,6.64,clear sky
659,Urubicha,BO,-15.3833,-62.95,76.51,47,41,0.83,scattered clouds
660,Mujiayingzi,CN,42.1167,118.7833,36.99,36,12,4.72,few clouds
661,Rio Grande,BR,-32.035,-52.0986,59.95,69,4,11.39,clear sky
662,Osa,RU,57.2829,55.4567,32.09,80,79,2.44,broken clouds
663,Cockburn Town,TC,21.4612,-71.1419,80.56,78,40,3.44,scattered clouds
664,Madang,PG,-5.2246,145.7966,82.6,78,85,1.25,overcast clouds
665,Ketchikan,US,55.3422,-131.6461,57.67,24,40,19.57,scattered clouds
666,Sandpoint,US,48.2766,-116.5533,67.55,41,1,1.01,clear sky
667,Sibolga,ID,1.7427,98.7792,76.33,84,91,3.18,overcast clouds
668,Villarrica,PY,-25.75,-56.4333,66.22,62,34,8.08,scattered clouds
669,Homestead,US,25.4687,-80.4776,81.01,62,90,5.01,overcast clouds
670,Valladolid,ES,41.5833,-4.6667,64.29,74,32,6.31,scattered clouds
671,Shangrao,CN,28.4532,117.9686,55.6,92,100,9.19,light rain
672,Kamina,CD,-8.7386,24.9906,65.64,91,71,3.51,broken clouds
673,Mumford,GH,5.2618,-0.759,78.46,85,95,8.41,light rain
674,Ihosy,MG,-22.4,46.1167,64.99,86,68,10.89,broken clouds
675,Vardo,NO,70.3705,31.1107,33.58,62,95,9.48,light rain
676,Siljan,NO,59.2884,9.71,41.31,100,100,1.61,overcast clouds
677,Banda Aceh,ID,5.5577,95.3222,79.05,80,98,4.52,overcast clouds
678,Morgan City,US,29.6994,-91.2068,77.0,69,90,6.06,overcast clouds
679,Tuy Hoa,VN,13.0833,109.3,78.4,91,85,4.18,overcast clouds
680,Sinnamary,GF,5.3833,-52.95,79.68,81,83,8.37,broken clouds
681,Zhongshu,CN,24.5167,103.7667,59.77,97,98,8.66,overcast clouds
682,Zavyalovo,RU,54.5053,82.4484,33.62,66,61,7.14,broken clouds
683,Galesong,ID,-5.3166,119.3661,78.82,72,85,9.33,overcast clouds
684,Roth,DE,49.245,11.0911,51.37,82,21,4.94,few clouds
685,Vila,PT,42.0304,-8.1588,57.33,81,98,5.39,overcast clouds
686,Oranjestad,AW,12.524,-70.027,84.15,74,20,18.41,few clouds
687,Mandera,KE,3.9366,41.867,77.32,74,80,12.1,broken clouds
688,Crossville,US,35.949,-85.0269,59.52,81,1,0.0,clear sky
689,Tomatlan,MX,19.9333,-105.25,82.47,82,57,6.76,broken clouds
690,Nhulunbuy,AU,-12.2333,136.7667,86.61,66,0,5.75,clear sky
691,Kapustin Yar,RU,48.5831,45.7372,38.88,70,17,9.31,few clouds
692,Zhanakorgan,KZ,43.9098,67.2495,53.98,28,98,7.81,overcast clouds
693,Bambanglipuro,ID,-7.95,110.2833,79.5,81,100,2.55,overcast clouds
694,Pszow,PL,50.0399,18.3947,53.94,76,100,14.29,overcast clouds
695,Padang,ID,-0.9492,100.3543,73.45,86,97,2.39,light rain
696,Barpali,IN,21.2,83.5833,71.51,88,90,5.61,overcast clouds
697,Kerema,PG,-7.9631,145.7785,83.93,74,26,5.77,scattered clouds
698,Khandyga,RU,62.6667,135.6,13.3,90,100,6.4,light snow
699,Bubaque,GW,11.2833,-15.8333,83.34,78,57,14.23,broken clouds
