City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
197,Kamaishi,JP,52.75,overcast clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
198,Kolondieba,ML,74.91,broken clouds,11.0882,-6.8926,Hotel Dakan
199,Coquimbo,CL,56.93,broken clouds,-29.9533,-71.3436,Punto de encuentro
200,Chicama,PE,59.54,light rain,-7.8447,-79.1469,Balihai Bungalows
201,Georgetown,MY,77.9,few clouds,5.4112,100.3354,Cititel Penang
202,Zhicheng,CN,53.38,light rain,30.2956,111.5047,Wangjiang Building
203,San Patricio,US,82.81,overcast clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
204,Bandarban,BD,72.5,overcast clouds,22.1965,92.2262,"Hilltop, Hafazgona, Bandarban"
205,Teguise,ES,68.22,few clouds,29.0605,-13.564,B&B La Casona de Nazaret
209,Greymouth,NZ,59.29,scattered clouds,-42.4667,171.2,Kingsgate Hotel Greymouth
210,Hasaki,JP,59.4,few clouds,35.7333,140.8333,Hotel Sunrise Choshi
212,Mount Gambier,AU,58.91,overcast clouds,-37.8333,140.7667,The Commodore
214,Sorong,ID,79.02,overcast clouds,-0.8833,131.25,waigo splash hotel
215,Scarborough,GB,62.53,overcast clouds,54.2797,-0.4044,The Grand Hotel Scarborough
216,Komsomolskiy,UZ,54.82,overcast clouds,40.4272,71.7189,Ikathouse
217,Tres Arroyos,AR,57.06,clear sky,-38.3739,-60.2798,Habitacion Triple con baño y entrada privada
218,Suez,EG,67.5,broken clouds,29.9737,32.5263,Green House
220,Kerikeri,NZ,67.91,broken clouds,-35.2268,173.9474,Woodlands Motel and Conference Venue
221,Torbay,CA,50.77,broken clouds,47.6666,-52.7314,Gallows Cove
222,Port Elizabeth,ZA,60.1,clear sky,-33.918,25.5701,39 On Nile Guest House
223,Patterson,US,72.01,broken clouds,37.4716,-121.1297,Best Western Plus Villa Del Lago Inn
224,Kaili,ID,75.29,overcast clouds,-3.4626,120.2147,
225,Touros,BR,79.7,scattered clouds,-5.1989,-35.4608,INN NEW HORIZON
228,Conceicao Da Barra,BR,73.02,moderate rain,-18.5933,-39.7322,Cricaré Praia Hotel
229,Lompoc,US,68.77,few clouds,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
230,Camana,PE,64.49,broken clouds,-16.6228,-72.7111,Hostal Morales
232,Ponta Do Sol,PT,78.71,overcast clouds,32.6667,-17.1,Hotel do Campo
233,Lata,PT,65.8,overcast clouds,40.1629,-8.3327,Casa Maquia
234,Venice,US,80.64,few clouds,27.0998,-82.4543,A Beach Retreat On Casey Key
235,Half Moon Bay,US,71.92,broken clouds,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
237,Beitbridge,ZW,58.51,overcast clouds,-22.2167,30.0,Beitbridge Express Hotel
238,Hualmay,PE,64.67,scattered clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
239,Shingu,JP,59.99,broken clouds,33.7333,135.9833,Shingu UI Hotel
240,Sinazongwe,ZM,74.17,overcast clouds,-17.2614,27.4618,Lakeview Lodge
241,Chanute,US,73.51,clear sky,37.6792,-95.4572,Guest House Motel Chanute
244,Kununurra,AU,85.98,few clouds,-15.7667,128.7333,Hotel Kununurra
245,Mount Isa,AU,91.17,few clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
246,Manmad,IN,67.24,clear sky,20.25,74.45,Hotel Shree Leela Int. Manmad
247,Santa Isabel Do Rio Negro,BR,76.05,scattered clouds,-0.4139,-65.0192,Hotel GSA
249,Puerto Del Rosario,ES,71.35,overcast clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
250,Ciudad Bolivar,VE,84.11,overcast clouds,8.1222,-63.5497,Hotel Edi
251,Reserva,BR,53.4,overcast clouds,-24.6503,-50.8506,Hotel Mavi
254,Port Lincoln,AU,67.46,overcast clouds,-34.7333,135.8667,Port Lincoln Hotel
255,Maceio,BR,78.24,scattered clouds,-9.6658,-35.7353,Poutur Pousada
259,Banjar,ID,80.46,overcast clouds,-8.19,114.9675,The Hamsa Resort
261,Kahului,US,84.22,few clouds,20.8947,-156.47,Maui Seaside Hotel
262,Djibo,BF,84.61,scattered clouds,14.1022,-1.6306,Centre Des Ressources DPENA
263,Parrita,CR,81.99,overcast clouds,9.5201,-84.3225,Beso del Viento
264,Avarua,CK,77.05,few clouds,-21.2078,-159.775,Paradise Inn
265,Ler,SS,75.0,overcast clouds,8.3018,30.1418,
266,Lixourion,GR,64.94,clear sky,38.2019,20.4314,Hotel Summery
267,Mpika,ZM,61.2,broken clouds,-11.8343,31.4529,Melodies Lodge
268,Broome,US,59.38,clear sky,42.2506,-75.833,Chenango Valley State Park
269,Barranco,PA,82.15,overcast clouds,9.5167,-82.7,Casa doña Delfina Jiménez
272,Cayenne,GF,83.08,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
273,Astoria,US,60.85,clear sky,46.1879,-123.8313,Best Western Astoria Bayfront Hotel
274,Kirakira,SB,83.97,overcast clouds,-10.4544,161.9205,SanBiz Lodge
275,Nador,MA,66.45,few clouds,35.174,-2.9287,Hôtel La Giralda
277,Rocha,UY,51.51,clear sky,-34.4833,-54.3333,Beleza Pura B&B
278,Tagbac,PH,73.72,overcast clouds,7.089,125.1567,Sitio Maupot Family Resort
280,Ballina,AU,72.79,broken clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
282,Vista Hermosa,MX,72.79,broken clouds,19.5167,-99.2167,Krystal Satélite María Bárbara
283,Abonnema,NG,73.69,overcast clouds,4.7084,6.7931,Corper's Lodge Obonoma
284,Sao Joao Do Paraiso,BR,71.44,overcast clouds,-15.3136,-42.0144,Avenida Palace Hotel
285,Wanning,CN,79.12,light rain,18.8003,110.3967,Paradise Hotel
286,Kalmunai,LK,79.5,overcast clouds,7.4167,81.8167,VS Villa
287,Bure,ET,52.05,few clouds,10.7,37.0667,Holiday
289,Shimoda,JP,66.56,few clouds,34.6667,138.95,Shimoda Tokyu Hotel
291,Harper,LR,77.56,light rain,4.375,-7.7169,Screensaver
292,Akyab,MM,79.03,scattered clouds,20.15,92.9,Hotel Memory
293,Isiro,CD,65.23,overcast clouds,2.7739,27.616,Guest House Hewa Bora
296,Avera,US,66.7,clear sky,33.194,-82.5271,
297,Najran,SA,66.85,scattered clouds,17.4924,44.1277,محمد هادي ال فطيح
299,Houma,US,77.0,broken clouds,29.5958,-90.7195,Courtyard by Marriott Houma
301,Takoradi,GH,77.14,light rain,4.8845,-1.7554,Raybow International Hotel
302,Vao,NC,73.87,light rain,-22.6667,167.4833,Hotel Kou-Bugny
303,Cumana,VE,93.29,overcast clouds,10.4635,-64.1775,Posada Acuarela Los Roques
304,Montepuez,MZ,67.1,clear sky,-13.1256,38.9997,PembaAparthotel
306,Ciocanesti,RO,50.7,scattered clouds,44.6,25.85,Pensiunea Cheducio
308,Bushehr,IR,81.93,clear sky,28.9684,50.8385,Yas Hotel
312,Bouar,CF,65.66,light rain,5.934,15.596,Motel de l'UNITE
313,Bilma,NE,82.87,clear sky,18.6853,12.9164,Expeditions Ténére voyages
314,Burgeo,CA,50.49,few clouds,47.6167,-57.6152,Gillett's Motel
315,Eureka,US,63.79,overcast clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
316,Zhanaozen,KZ,54.34,overcast clouds,43.3,52.8,K.korabay 28A
317,Santa Maria,BR,61.9,clear sky,-29.6842,-53.8069,Hotel Morotin
318,Seguela,CI,72.21,light rain,7.9611,-6.6731,Hotel le Carrefour
319,Mackay,AU,85.68,broken clouds,-21.15,149.2,International Lodge Motel
320,Faya,SA,60.91,scattered clouds,18.3851,42.4509,املاك خالد الشعشوع
321,Winnemucca,US,57.25,clear sky,40.973,-117.7357,Winners Inn Casino
322,Saldanha,ZA,60.85,clear sky,-33.0117,17.9442,Blue Bay Lodge
324,Lima,PE,66.9,broken clouds,-12.0432,-77.0282,Gran Hotel Bolivar Lima
325,Wick,GB,56.66,broken clouds,58.4333,-3.0833,Mackays Hotel
326,Sarankhola,BD,76.68,overcast clouds,22.3082,89.7897,Red Crescent Cyclone Shelter Rashulpur
327,Poso,ID,83.75,broken clouds,-1.3959,120.7524,Hotel 77 Poso
331,Axim,GH,77.86,light rain,4.8699,-2.2405,Axim Beach Resort And Spa
332,Flinders,AU,67.21,light rain,-34.5833,150.8552,Shellharbour Resort & Conference Centre
333,Victoria,HK,80.65,overcast clouds,22.2855,114.1577,Mini Hotel Central
335,Januaria,BR,75.45,light rain,-15.4833,-44.3667,Hotel Paraguassu
336,Araouane,ML,81.36,few clouds,18.9048,-3.5265,
337,Road Town,VG,83.19,few clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
338,Bathsheba,BB,83.01,few clouds,13.2167,-59.5167,Atlantis Hotel
341,Burnie,AU,57.94,clear sky,-41.0667,145.9167,Beachfront Voyager Motor Inn
342,Saint-Pierre,RE,71.28,clear sky,-21.3393,55.4781,Lindsey Hôtel
343,Praia,CV,81.14,few clouds,14.9215,-23.5087,LT Aparthotel
345,Vila Franca Do Campo,PT,64.81,clear sky,37.7167,-25.4333,Pestana Bahia Praia
346,Yamada,JP,59.09,overcast clouds,39.4667,141.95,Iroha-ya Inn
347,Kralendijk,BQ,84.18,broken clouds,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
349,Gloversville,US,58.17,clear sky,43.0528,-74.3438,"Holiday Inn Johnstown-Gloversville, an IHG Hotel"
350,Preston,GB,60.85,overcast clouds,53.7667,-2.7167,Legacy Preston International Hotel - managed by Legacy Hotels and Resort
351,San Policarpo,PH,83.44,moderate rain,12.1791,125.5072,Agapita M. Nicart
352,Jaguariaiva,BR,52.45,overcast clouds,-24.2511,-49.7058,San Juan Jaguariaíva
354,Presidencia Roque Saenz Pena,AR,67.01,clear sky,-26.7852,-60.4388,Hotel Aconcagua
355,Bengkulu,ID,76.82,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
356,Lakes Entrance,AU,61.16,scattered clouds,-37.8811,147.981,The Esplanade Resort & Spa
359,Tual,ID,82.9,broken clouds,-5.6667,132.75,Grand Vilia Hotel
360,Zastron,ZA,50.67,clear sky,-30.3023,27.084,Highlands Guest House
361,Mataram,ID,81.41,overcast clouds,-8.5833,116.1167,Hotel Santika Mataram
362,Kaeo,NZ,68.32,broken clouds,-35.1,173.7833,Bushido Lodge
363,Kloulklubed,PW,84.7,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
365,Dunedin,NZ,53.8,scattered clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
366,Quatre Cocos,MU,71.71,scattered clouds,-20.2078,57.7625,Sunrise Attitude Hotel
367,Arys,KZ,55.62,overcast clouds,42.4252,68.795,Gostinitsa
368,Collie,AU,53.98,overcast clouds,-33.3667,116.15,Collie Ridge
369,Westport,US,65.75,clear sky,41.1415,-73.3579,The Westport Inn
372,Cabo San Lucas,MX,85.6,clear sky,22.8909,-109.9124,Hotel Tesoro Los Cabos
373,Sitka,US,51.69,overcast clouds,57.0531,-135.33,Westmark Sitka
375,Sao Filipe,CV,80.02,clear sky,14.8961,-24.4956,Hotel Xaguate
376,Christchurch,NZ,55.94,broken clouds,-43.5333,172.6333,The George
377,The Valley,AI,83.1,scattered clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
378,Kandi,BJ,74.21,broken clouds,11.1342,2.9386,Baric Motel De Kandi
379,Laguna,US,70.25,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
381,Machaneng,BW,52.43,clear sky,-23.1862,27.4886,Matswelo Hotel
382,Ishigaki,JP,77.13,broken clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
383,Gat,IL,69.4,broken clouds,31.61,34.7642,OlusHome
384,Bom Jesus,BR,81.64,broken clouds,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
385,San Quintin,MX,64.78,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
386,Nagpur,IN,71.62,haze,21.15,79.1,Hotel Siddhartha Inn
388,Salinas,US,69.22,clear sky,36.6777,-121.6555,Laurel Inn & Conference Center
389,Safaga,EG,75.15,clear sky,26.7292,33.9365,Lamar Resort Abu Soma
391,Ban Tak,TH,75.94,scattered clouds,17.0432,99.0813,Bansuansiriwat
392,Arandis,TH,52.47,broken clouds,-22.4167,14.9667,Paradise valley
395,Upala,CR,75.6,overcast clouds,10.8979,-85.0145,Hotel El Pueblo Upala
397,Copiapo,CL,53.29,broken clouds,-27.3667,-70.3333,San Francisco de La Selva
401,Hervey Bay,AU,83.03,clear sky,-25.2986,152.8535,Shelly Bay Resort
402,Kavaratti,IN,81.14,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
403,Bonthe,SL,79.02,overcast clouds,7.5264,-12.505,Bonthe Holiday Village
404,Wawa,NG,74.77,moderate rain,9.9022,4.4192,
405,Maroantsetra,MG,67.3,scattered clouds,-15.4333,49.7333,Annexe Vatsy Hôtel
406,Peterhead,GB,59.11,scattered clouds,57.5058,-1.7981,Palace Hotel
407,Riachao,BR,74.7,light rain,-7.3619,-46.6172,Pousada Nordestina
408,Bam,IR,72.28,clear sky,29.106,58.357,Bam Tourist Hotel
409,Kiama,AU,65.37,light rain,-34.6833,150.8667,The Sebel Kiama Harbourside
410,Ende,ID,84.76,overcast clouds,-8.8432,121.6623,Dwi Putra Hotel - Ende
411,Sterling,US,65.25,few clouds,39.0062,-77.4286,Hampton Inn & Suites Washington-Dulles International Airport
413,Ardakan,IR,61.18,clear sky,32.31,54.0175,Ardakan Hotel
414,Balsas,BR,76.84,broken clouds,-7.5325,-46.0356,Novo Hotel
417,Neiafu,TO,79.48,broken clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
418,Mizan Teferi,ET,61.32,broken clouds,6.9833,35.5833,Hotel Salayish | ሆቴል ሳላይሽ
420,Laela,TZ,63.95,few clouds,-8.5667,32.05,
421,Sakaiminato,JP,57.18,broken clouds,35.55,133.2333,味処・民宿 まつや
423,Soeng Sang,TH,76.6,overcast clouds,14.4264,102.4606,ปาณิสรา รีสอร์ท
424,Sinjai,ID,83.34,broken clouds,-5.1241,120.253,Wisma Sandika
427,Kavieng,PG,85.01,light rain,-2.5744,150.7967,Nusa Island Retreat
429,Labuan,MY,77.36,few clouds,5.2767,115.2417,Tiara Labuan Hotel
430,Sao Joao De Pirabas,BR,76.12,broken clouds,-0.7747,-47.1772,POUSADA SOL E MAR
431,Roebourne,AU,72.25,broken clouds,-20.7833,117.1333,Latitude20 Roebourne Village
432,Progreso,MX,81.48,overcast clouds,21.2833,-89.6667,Playa Linda Hotel
434,Brigantine,US,63.01,clear sky,39.4101,-74.3646,Legacy Vacation Resorts Brigantine Beach
